@lat	@lon	name	desc	sym	type	@href	text	gsak:User2	gsak:UserSort	gsak:Code	@available	@archived	groundspeak:placed_by	groundspeak:type	groundspeak:container	groundspeak:difficulty	groundspeak:terrain	groundspeak:short_description	groundspeak:long_description	groundspeak:encoded_hints
39.220283	-88.11325	GC20TJV	Paul Cemetery by The Moose family (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=b4ffca0c-dcd2-4514-888a-b76012250db3	Paul Cemetery by The Moose family		1130	GC20TJV	True	False	The Moose family	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'False')])	"OrderedDict([('@html', 'False'), ('#text', ""When you turn off the road at the cemetery sign it looks like you are in someone's driveway.  The cemetery is located at the end of the road so don't be afraid to drive back.  Bring your pen along and be careful if it is very muddy.\n\nMy G-G-G-G-Grandparents, Joseph and Nancy Strader are buried in this cemetery."")])"	check the post
39.33495	-88.181167	GC495V5	Gateway to the Pasture by schimmy2theleft (3/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=1e636797-2850-4e5f-9f07-2c4ad87657f6	Gateway to the Pasture by schimmy2theleft		1140	GC495V5	True	False	schimmy2theleft	Traditional Cache	Micro	3	1.5	OrderedDict([('@html', 'True'), ('#text', '<br />\n<br />\n<br />')])	OrderedDict([('@html', 'True'), ('#text', 'Middle of nowhere - Private Property with OK.<br />\n<br />\n<br />\nBottom of hills - in middle of country<br />\n<br />\n<br />')])	Fence Post
39.325217	-88.1853	AC495VB	Access Tippett Cemetery by roelsch (1/1)	Access	Geocache|Other		Access Tippett Cemetery by roelsch		1150	AC495VB	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.324733	-88.186117	GC495VB	Tippett Cemetery by schimmy2theleft (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=325cbe43-53ef-4550-8c28-a413a8acbc4b	Tippett Cemetery by schimmy2theleft		1160	GC495VB	True	False	schimmy2theleft	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'True')])	OrderedDict([('@html', 'True'), ('#text', 'Tippit Cemetery<br />\n<br />\nPlease Respect<br />\n<br />\n<br />\nSmall Swag to start')])	Tippit
39.380283	-88.20635	AC53E35	Access Presidential Retreat by roelsch (1/1)	Access	Geocache|Other		Access Presidential Retreat by roelsch		1170	AC53E35	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.379683	-88.203467	PK53E35	Parking for Presidential Retreat by roelsch (1/1)	Parking	Geocache|Other		Parking for Presidential Retreat by roelsch		1180	PK53E35	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.379717	-88.203333	GC53E35	Presidential Retreat by Mattoon Library - Librarian Ryan (3/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=263d81ed-100e-4f9a-9e16-294731efa5c1	Presidential Retreat by Mattoon Library - Librarian Ryan		1190	GC53E35	True	False	Mattoon Library - Librarian Ryan	Traditional Cache	Not chosen	3	1.5	"OrderedDict([('@html', 'True'), ('#text', ""<p>This is one of the Library's favorite places to Pause and Read. \xa0Sit a spell and enjoy a good book.</p>"")])"	OrderedDict([('@html', 'True'), ('#text', '<p>This is a little geocahe that could easily be dropped and lost forever if you do not have nimble fingers. If you are on the shorter side you might need a tall friend.\xa0 The area will have muggles on the weekends, but can be pretty quite during the week. \xa0Bring your own pencil. Permission granted by site Director in September 2013.</p>')])	In London this is falling down, falling down, falling down.
39.38745	-88.23625	AC1MEC5	Access Honest Abe's parents by roelsch (1/1)	Access	Geocache|Other		Access Honest Abe's parents by roelsch		1200	AC1MEC5	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.387833	-88.236567	PK1MEC5	Parking for Honest Abe's parents by roelsch (1/1)	Parking	Geocache|Other		Parking for Honest Abe's parents by roelsch		1210	PK1MEC5	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.387633	-88.237117	GC1MEC5	Honest Abe's parents by Sparayman75 & Toadpossy (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=e308ec55-3b84-4d05-ab88-afb0811b4650	Honest Abe's parents by Sparayman75 & Toadpossy		1220	GC1MEC5	True	False	Sparayman75 & Toadpossy	Traditional Cache	Regular	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'Plenty of parking, nice easy stroll.')])	OrderedDict([('@html', 'False'), ('#text', 'I was really surprised that a cache had not been hidden here already. This cache contains various Lincoln items. While not required, I think it would be neat to leave various Lincoln items of your own behind for others to enjoy. While you’re here be sure to see the grave site of the 16th president’s parents. This would be an educational day for the whole family as there are several Lincoln sites close by.  Cache also contains a GC to move along and of course a Mr. Lincoln to the FTF.')])	
39.411333	-88.262033	AC2B2ED	Access solar cache by roelsch (1/1)	Access	Geocache|Other		Access solar cache by roelsch		1230	AC2B2ED	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.4125	-88.262133	GC2B2ED	solar cache by wonderinghead (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=bbf129b6-31f6-48fc-8944-051bb8b2929a	solar cache by wonderinghead		1240	GC2B2ED	True	False	wonderinghead	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'Cache is located in a pretty well kept cemetry, second cache for Team Geofloss. no trail but some tail grass to walk a few yards in. FTF Prize is handmade pendent from local glass artist. only room for 2-3 small trade items. Please bring writing stick')])	OrderedDict([('@html', 'False')])	Stumpy Lighthouse.......
39.430417	-88.2515	PK41HMM	Parking for Doty's Hide by roelsch (1/1)	Parking Area	Geocache|Other	http://www.geocaching.com/seek/wpt.aspx?WID=cc788d8b-15d9-4971-89b7-26b5a732251e	Parking for Doty's Hide by roelsch		1250	PK41HMM	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'True'), ('#text', '<b>Type: </b>Parking Area<br> <b>Comment: </b>Park here to start your search.')])	OrderedDict([('@html', 'False')])	
39.431033	-88.2505	GC41HMM	Doty's Hide by MrD123 (1.5/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=bedb62eb-fa8b-4265-b380-47d44009fe44	Doty's Hide by MrD123		1260	GC41HMM	True	False	MrD123	Traditional Cache	Small	1.5	2	OrderedDict([('@html', 'True'), ('#text', 'This is my second hide and since my first was a micro I wanted to hide a larger.')])	OrderedDict([('@html', 'True'), ('#text', 'Container is small to medium sized started with a dino magnifer, Shifu, another piece of swag that I can not remember, and a log book. Plenty of room for more swag and travel bugs. Enjoy!<p>Additional Waypoints</p>PK41HMM - GC41HMM Parking<br />N 39° 25.825 W 088° 15.090<br />Park here to start your search.<br />')])	Deadfall
39.4483	-88.230067	GC1W4D5	Underneath Me? by kddarby, healeyguy2004 (2/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=2cf8f16e-d517-4577-9c55-e1d1b69b9b35	Underneath Me? by kddarby, healeyguy2004		1270	GC1W4D5	True	False	kddarby, healeyguy2004	Traditional Cache	Micro	2	1.5	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False'), ('#text', 'A very basic park and grab if you are lucky enough for it.')])	
39.4308	-88.215317	GC4PZ3G	Rock-a-by Abe by tonsofcoal (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=6c079c47-591d-400e-801d-35677cabdd8c	Rock-a-by Abe by tonsofcoal		1280	GC4PZ3G	True	False	tonsofcoal	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'The area south of this geocache was the home of the stepmother of Abe Lincoln, Sara Bush Lincoln and her husband Thomas in 1845. \xa0Abe Lincoln visited here several times and there is an 86 acre state monument nearby. \xa0This cache may have been on one of the routes taken by Lincoln. \xa0Welcome to a little bit of Lincoln history and lore. \xa0 Perhaps Abe Lincoln slept here!!!')])	"OrderedDict([('@html', 'False'), ('#text', ""The cache is in a small container on the east side of the road. \xa0It contains\xa0a logbook, is weatherproof, and pencil to record your visit. \xa0The area is within 10' of the road, has a bit of posion ivy nearby, and is not accessible by wheelchair. \xa0The cache is on private land with permission, so please respect the land and leave it as you found it."")])"	Rocks are not always rocks!!
39.397233	-88.1735	GC1W4E5	Plateau by kddarby, healeyguy2004 (2/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=e5633eb5-5921-420f-8bd7-f5882aff9472	Plateau by kddarby, healeyguy2004		1290	GC1W4E5	True	False	kddarby, healeyguy2004	Traditional Cache	Micro	2	2	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False'), ('#text', 'Park and grab.')])	
39.402517	-88.154	P07456K	Family trail, trailhead parking lot. by  (1/1)	Parking Area	Geocache|Other	http://www.geocaching.com/seek/wpt.aspx?WID=cf8a28ea-3b75-4ffa-9bca-45eaa0201886	Family trail, trailhead parking lot. by		1300	P07456K	True	False		Other	Unknown	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.403183	-88.1513	GC7456K	Tarzans Tangles by Rando60 (2/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=2966a11a-74fb-402d-8ead-9e0be0b38efd	Tarzans Tangles by Rando60		1310	GC7456K	True	False	Rando60	Traditional Cache	Regular	2	2	OrderedDict([('@html', 'True'), ('#text', 'Located in beautiful Fox Ridge State Park.<br /> Trail maps are usually available outside the park office which is located at the park entrance.<br />You are looking for a regular sized lock and lock container located in moderately hilly terrain.<br />')])	OrderedDict([('@html', 'True'), ('#text', 'The best way to get to the cache is to park at the listed parking coordinates, which is the family trail, trailhead parking lot. then head to the cache.<br /> Please hide back as well or better than you found it. \n<br />  <br /> 1 - Geocache is placed on Department managed property with permission.<br /> 2 - Do not place the following items in the geocache: food items, inappropriate, offensive, or hazardous materials.<br /> 3 - It is the visitors responsibility to orient themselves with the policies and rules pertaining to this Department managed site.\n<p>Additional Waypoints</p>P07456K - Family trail, trailhead parking lot.<br />N 39° 24.151 W 088° 09.240<br /><br />')])	tangled vines
39.40175	-88.152567	GC74560	Cable Roots by Rando60 (2/2.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=86411130-c8b2-4e84-b012-70631b789a7b	Cable Roots by Rando60		1320	GC74560	True	False	Rando60	Traditional Cache	Regular	2	2.5	OrderedDict([('@html', 'True'), ('#text', 'Located in beautiful Fox Ridge State Park.<br />\nTrail maps are usually available outside the park office which is located at the park entrance.<br />\nYou are looking for a regular sized lock and lock container located in moderately hilly terrain.<br />')])	OrderedDict([('@html', 'True'), ('#text', 'The best way to get to the cache is to park at the listed parking coordinates, which is the family trail, trailhead parking lot. Then head to the cache.<br />\nPlease hide back as well or better than you found it.<br />\n<br />\n<br />\n1 - Geocache is placed on Department managed property with permission.<br />\n2 - Do not place the following items in the geocache: food items, inappropriate, offensive, or hazardous materials.<br />\n3 - It is the visitors responsibility to orient themselves with the policies and rules pertaining to this Department managed site.\n<p>Additional Waypoints</p>P074560 - Family trail, trailhead parking lot<br />N 39° 24.151 W 088° 09.240<br /><br />')])	Southeast corner of roots.
39.4017	-88.154967	GC7455G	Half Way Down by Rando60 (2/2.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=e1e03ed8-4233-442a-9393-29f932c11e9e	Half Way Down by Rando60		1330	GC7455G	True	False	Rando60	Traditional Cache	Regular	2	2.5	OrderedDict([('@html', 'True'), ('#text', 'Located in beautiful Fox Ridge State Park.<br />\nTrail maps are usually available outside the park office which is located at the park entrance.<br />\nYou are looking for a regular sized lock and lock container located in moderately hilly terrain.<br />')])	OrderedDict([('@html', 'True'), ('#text', 'The best way to get to the cache is to park at the listed parking coordinates, which is the family trail, trailhead parking lot. Then head down the trail to the cache.<br />\nPlease hide back as well or better than you found it.<br />\n<br />\n1 - Geocache is placed on Department managed property with permission.<br />\n2 - Do not place the following items in the geocache: food items, inappropriate, offensive, or hazardous materials.<br />\n3 - It is the visitors responsibility to orient themselves with the policies and rules pertaining to this Department managed site.\n<p>Additional Waypoints</p>P07455G - Family trail, trailhead parking lot.<br />N 39° 24.151 W 088° 09.240<br /><br />')])	Hollow tree
39.41955	-88.178583	GC1W4DH	A Pole by kddarby, healeyguy2004 (2/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=664d13d3-82e7-4228-bc4f-25d8ffdb4643	A Pole by kddarby, healeyguy2004		1340	GC1W4DH	True	False	kddarby, healeyguy2004	Traditional Cache	Micro	2	2	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False'), ('#text', 'Park and look at the famous numbers.')])	
39.42885	-88.177117	GC1W4D1	370N by kddarby, healeyguy2004 (2/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=6462f756-1a60-49b5-a98b-e13afc09bf62	370N by kddarby, healeyguy2004		1350	GC1W4D1	True	False	kddarby, healeyguy2004	Traditional Cache	Micro	2	2	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False'), ('#text', 'Easy park and go.')])	
39.448167	-88.168733	AC1W4CQ	Access Kickapoo Cemetery by roelsch (1/1)	Access	Geocache|Other		Access Kickapoo Cemetery by roelsch		1360	AC1W4CQ	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.447633	-88.168467	GC1W4CQ	Kickapoo Cemetery by kddarby, healeyguy2004 (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=006e4ca4-c1fe-4ba8-9aef-171a20c919cc	Kickapoo Cemetery by kddarby, healeyguy2004		1370	GC1W4CQ	True	False	kddarby, healeyguy2004	Traditional Cache	Micro	1.5	1.5	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False'), ('#text', 'A nice cemetery along the rural areas of Charleston.')])	
39.45952	-88.14161	P15778V	Parking for Rocky Road by roelsch (1/1)	Parking Area	Geocache|Other	http://www.geocaching.com/seek/wpt.aspx?WID=8e944d5d-47fc-4e73-8fa3-99453d99e49b	Parking for Rocky Road by roelsch		1380	P15778V	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'True'), ('#text', '<b>Type: </b>Parking Area<br> <b>Comment: </b>Parking for cache')])	OrderedDict([('@html', 'False')])	
39.471717	-88.1342	AA5778V	Alternate Access Rocky Road (Alt UserSort 1575) by roelsch (1/1)	Access	Geocache|Other		Alternate Access Rocky Road (Alt UserSort 1575) by roelsch		1390	AA5778V	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.4717	-88.13872	GC5778V	Rocky Road by Arawasa (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=3682f9a2-3d65-4b95-9b50-d29b06b74cf3	Rocky Road by Arawasa		1400	GC5778V	True	False	Arawasa	Traditional Cache	Regular	1.5	1.5	OrderedDict([('@html', 'True'), ('#text', '<p>A medium-large cache near Lake Charleston.</p>\nCONGRATS TO RANDO60 FOR FTF')])	"OrderedDict([('@html', 'True'), ('#text', ""<p>This is my first hide, in honor of my 100th find. It's a bit of a walk to the cache, definitely not a park and grab, so bring a pole and fish along the way. Cache contains plenty of loot, along with a bag of treasure for the FTF. There is plenty of parking along the southern edge of the lake, or the northwest corner if you want to go the hard way. Placed with permission from the Charleston Parks and Rec Department. As always, be respectful of your surroundings.</p>"")])"	Woods, near corner of lake.
39.461233	-88.156233	AC6PDG4	Access Woodyard #2 by roelsch (1/1)	Access	Geocache|Other		Access Woodyard #2 by roelsch		1410	AC6PDG4	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.461967	-88.155683	PK6PDG4	Parking for Woodyard #2 by roelsch (1/1)	Parking	Geocache|Other		Parking for Woodyard #2 by roelsch		1420	PK6PDG4	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.460833	-88.154	GC6PDG4	Woodyard #2 by Flowerdoc (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=5fa00ef8-502c-4145-a7a4-9ac1908a9376	Woodyard #2 by Flowerdoc		1430	GC6PDG4	True	False	Flowerdoc	Traditional Cache	Regular	1.5	1.5	OrderedDict([('@html', 'True'), ('#text', '<p>The cache is located along one of the recently constructed bike trails in the Woodyard Conservation area.</p>')])	"OrderedDict([('@html', 'True'), ('#text', ""<p>Cache is a farily large brown Lock &amp; Lock container that is easy to open but difficult to close---please take the time and effort to return it to its hiding spot in a waterproof condition.  Although there are deep and steep ravines in the area, most of the trail is located along the edge of these ravines and is relatively easy to negotiate.  Unless you are interested in difficult climbs, it is recommended that you take the circuitous trail route to the cache.</p>\n\n<p>Please utilize the conservations area's parking lot.  Local law enforcement will not be pleased if you park along the busy nearby highway (route 130) and take the wimpy shortcut to the cache.</p>"")])"	Bypass trail
39.46145	-88.151817	GC6K21R	High There by Flowerdoc (2/3)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=fa346331-ac55-446d-ba11-1943048c99ad	High There by Flowerdoc		1440	GC6K21R	True	False	Flowerdoc	Traditional Cache	Regular	2	3	OrderedDict([('@html', 'True'), ('#text', '<p>The cache (an ammo can) is located adjacent to one of the new bike/hike tralls at Lake Charleston.</p>')])	OrderedDict([('@html', 'True'), ('#text', '<p>The cache is about 30 feet off the trail in an open woods (no briars or poison ivy because of the dense forest canopy).\xa0 The heavy leaf cover may play havoc with your GPS in summer so use your geosense to locate the cache.as you approach the coordinates.\xa0 It is a bit of an uphill climb to the cache location (about 70 feet above lake level but a great view). \xa0 Original contents of the cache are a mixed bag.</p>')])	
39.467117	-88.163333	PK72V5Q	Parking for Welcome to Sister City Park by roelsch (1/1)	Parking	Geocache|Other		Parking for Welcome to Sister City Park by roelsch		1450	PK72V5Q	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'True')])	
39.467267	-88.163767	GC72V5Q	Welcome to Sister City Park by DANANDTINA05 (2/4)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=ee3c32b3-73e9-4d1d-bbff-264525339810	Welcome to Sister City Park by DANANDTINA05		1460	GC72V5Q	True	False	DANANDTINA05	Traditional Cache	Micro	2	4	OrderedDict([('@html', 'True'), ('#text', '<p>Nice park with many ammenities. Enjoy the park and find a cache.\xa0</p>')])	OrderedDict([('@html', 'True'), ('#text', '<p>Sister City Park is a 16 acre park.</p>\n<p>Sister City Park offers playground equipment, a large pavilion, a basketball court, sand volleyball courts, a baseball/softball diamond, a soccer field and a roller-hockey rink.</p>')])	
39.4688	-88.163524	PK73Z13	Parking for Hoppy Frog! by roelsch (1/1)	Parking	Geocache|Other		Parking for Hoppy Frog! by roelsch		1470	PK73Z13	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
